ArNr,Artikelbezeichnung,PreisD,Rabattpreis,PreisCH,VE,Lagerbestand_generell,Bestelldatum1,Bestellmenge1,Bestelldatum2,Bestellmenge2,Bestelldatum3,Bestellmenge3,Kategorie,Subkategorie,Lagerbestand_sofort,Exportkennzeichen,Farbe,Groesse,Kennzeichen,Lagerbestand_physisch,
619260,  Steel-Pot Fat Vintage white stone 37cm,   28.79,       0,   39.99,     6,        48,16.08.2021,60   ,01.11.2021,60   ,          ,     ,                    STEEL POTS,                         KÜBEL,            -72,1,    white stone,             32,              619256,0,
619261,         Steel-Pot Fat Vintage sand 15cm,    4.99,       0,    6.99,    24,       684,16.08.2021,360  ,01.11.2021,600  ,          ,     ,                    STEEL POTS,                         KÜBEL,           -276,1,           sand,             13,              619256,12,
619262,         Steel-Pot Fat Vintage sand 22cm,    9.89,       0,   13.89,     6,       234,16.08.2021,120  ,01.11.2021,270  ,          ,     ,                    STEEL POTS,                         KÜBEL,           -156,1,           sand,             19,              619256,12,
619263,         Steel-Pot Fat Vintage sand 28cm,   14.89,       0,   19.99,     6,       180,16.08.2021,120  ,01.11.2021,180  ,          ,     ,                    STEEL POTS,                         KÜBEL,           -120,1,           sand,             23,              619256,6,
619264,         Steel-Pot Fat Vintage sand 32cm,   20.99,       0,   29.39,     6,       114,16.08.2021,90   ,01.11.2021,90   ,          ,     ,                    STEEL POTS,                         KÜBEL,            -66,1,           sand,             27,              619256,6,
619265,         Steel-Pot Fat Vintage sand 37cm,   28.79,       0,   39.99,     6,        84,16.08.2021,60   ,01.11.2021,60   ,          ,     ,                    STEEL POTS,                         KÜBEL,            -36,1,           sand,             32,              619256,0,
619266,        Steel-Pot Fat Vintage terra 15cm,    4.99,       0,    6.99,    24,       576,16.08.2021,240  ,01.11.2021,600  ,          ,     ,                    STEEL POTS,                         KÜBEL,           -264,1,          terra,             13,              619256,96,
619267,        Steel-Pot Fat Vintage terra 22cm,    9.89,       0,   13.89,     6,       210,16.08.2021,150  ,01.11.2021,270  ,          ,     ,                    STEEL POTS,                         KÜBEL,           -210,1,          terra,             19,              619256,12,
619268,        Steel-Pot Fat Vintage terra 28cm,   14.89,       0,   19.99,     6,       138,16.08.2021,120  ,01.11.2021,180  ,          ,     ,                    STEEL POTS,                         KÜBEL,           -162,1,          terra,             23,              619256,6,
619269,        Steel-Pot Fat Vintage terra 32cm,   20.99,       0,   29.39,     6,        48,16.08.2021,60   ,01.11.2021,90   ,          ,     ,                    STEEL POTS,                         KÜBEL,           -102,1,          terra,             27,              619256,0,
619270,        Steel-Pot Fat Vintage terra 37cm,   28.79,       0,   39.99,     6,        60,16.08.2021,60   ,01.11.2021,60   ,          ,     ,                    STEEL POTS,                         KÜBEL,            -60,1,          terra,             32,              619256,6,
619271,          Steel-Pot Shiva deep blue 16cm,    5.59,       0,    7.79,    24,       762,16.08.2021,360  ,01.11.2021,600  ,          ,     ,                    STEEL POTS,                         KÜBEL,           -198,1,      deep blue,             14,              619271,18,
619272,          Steel-Pot Shiva deep blue 22cm,   10.29,       0,   14.39,     6,       384,16.08.2021,240  ,01.11.2021,240  ,          ,     ,                    STEEL POTS,                         KÜBEL,            -96,1,      deep blue,             19,              619271,42,
619273,          Steel-Pot Shiva deep blue 26cm,   13.49,       0,   18.89,     6,       300,16.08.2021,138  ,01.11.2021,240  ,          ,     ,                    STEEL POTS,                         KÜBEL,            -78,1,      deep blue,             22,              619271,6,
619274,          Steel-Pot Shiva deep blue 33cm,   20.39,       0,   28.59,     6,       258,16.08.2021,138  ,01.11.2021,150  ,          ,     ,                    STEEL POTS,                         KÜBEL,            -30,1,      deep blue,             26,              619271,6,
619275,          Steel-Pot Shiva deep blue 37cm,   27.99,       0,   39.19,     6,       114,16.08.2021,120  ,          ,     ,          ,     ,                    STEEL POTS,                         KÜBEL,             -6,1,      deep blue,             30,              619271,18,
619276,           Steel-Pot Shiva zen blue 16cm,    5.59,       0,    7.79,    24,       655,16.08.2021,600  ,01.11.2021,240  ,          ,     ,                    STEEL POTS,                         KÜBEL,           -185,1,      deep blue,             14,              619271,19,
619277,           Steel-Pot Shiva zen blue 22cm,   10.29,       0,   14.39,     6,       372,16.08.2021,360  ,01.11.2021,60   ,          ,     ,                    STEEL POTS,                         KÜBEL,            -48,1,       zen blue,             19,              619271,36,
619278,           Steel-Pot Shiva zen blue 26cm,   13.49,       0,   18.89,     6,       294,16.08.2021,300  ,          ,     ,          ,     ,                    STEEL POTS,                         KÜBEL,             -6,1,       zen blue,             22,              619271,24,
619279,           Steel-Pot Shiva zen blue 33cm,   20.39,       0,   28.59,     6,       234,16.08.2021,180  ,01.11.2021,60   ,          ,     ,                    STEEL POTS,                         KÜBEL,             -6,1,       zen blue,             26,              619271,18,
619280,           Steel-Pot Shiva zen blue 37cm,   27.99,       0,   39.19,     6,       114,16.08.2021,120  ,          ,     ,          ,     ,                    STEEL POTS,                         KÜBEL,             -6,1,       zen blue,             30,              619271,12,
619281,       Steel-Pot Shiva meadow green 16cm,    5.59,       0,    7.79,    24,       708,16.08.2021,480  ,01.11.2021,360  ,          ,     ,                    STEEL POTS,                         KÜBEL,           -132,1,   meadow green,             14,              619271,0,
619282,       Steel-Pot Shiva meadow green 22cm,   10.29,       0,   14.39,     6,       366,16.08.2021,360  ,01.11.2021,60   ,          ,     ,                    STEEL POTS,                         KÜBEL,            -54,1,   meadow green,             19,              619271,18,
619283,       Steel-Pot Shiva meadow green 26cm,   13.49,       0,   18.89,     6,       270,16.08.2021,300  ,          ,     ,          ,     ,                    STEEL POTS,                         KÜBEL,            -30,1,   meadow green,             22,              619271,18,
619284,       Steel-Pot Shiva meadow green 33cm,   20.39,       0,   28.59,     6,       222,16.08.2021,180  ,01.11.2021,60   ,          ,     ,                    STEEL POTS,                         KÜBEL,            -18,1,   meadow green,             26,              619271,18,
619285,       Steel-Pot Shiva meadow green 37cm,   27.99,       0,   39.99,     6,       138,16.08.2021,60   ,01.11.2021,120  ,          ,     ,                    STEEL POTS,                         KÜBEL,            -42,1,   meadow green,             30,              619271,0,
619295,     Steel-Pot Fac black stone matt 16cm,    5.59,       0,    7.79,    24,       681,01.11.2021,720  ,          ,     ,          ,     ,                    STEEL POTS,                         KÜBEL,            -39,1,    black stone,             14,              619295,105,
619296,     Steel-Pot Fac black stone matt 22cm,   10.29,       0,   14.39,     6,       234,01.11.2021,270  ,          ,     ,          ,     ,                    STEEL POTS,                         KÜBEL,            -36,1,    black stone,             19,              619295,60,
619297,     Steel-Pot Fac black stone matt 26cm,   13.49,       0,   18.89,     6,       174,01.11.2021,180  ,          ,     ,          ,     ,                    STEEL POTS,                         KÜBEL,             -6,1,    black stone,             22,              619295,48,
