ArNr,Artikelbezeichnung,PreisD,Rabattpreis,PreisCH,VE,Lagerbestand_generell,Bestelldatum1,Bestellmenge1,Bestelldatum2,Bestellmenge2,Bestelldatum3,Bestellmenge3,Kategorie,Subkategorie,Lagerbestand_sofort,Exportkennzeichen,Farbe,Groesse,Kennzeichen,Lagerbestand_physisch,
542942,High-Stand Jardiniere Woodstone sand S/2,     399,       0,     559,     1,         4,          ,     ,          ,     ,          ,     ,                       OUTDOOR,                    JARDINIERE,              4,1,           sand,          32/40,              542941,4,
542944,          Vase Cubic Woodstone sand 60cm,      79,       0,     109,     1,         3,          ,     ,          ,     ,          ,     ,                       OUTDOOR,                          VASE,              3,1,           sand,          60/75,              542943,3,
542945,          Vase Cubic Woodstone grau 75cm,      99,       0,     139,     1,         1,          ,     ,          ,     ,          ,     ,                       OUTDOOR,                          VASE,              1,1,          grau ,             75,              542943,1,
542946,          Vase Cubic Woodstone sand 75cm,      99,       0,     139,     1,         1,          ,     ,          ,     ,          ,     ,                       OUTDOOR,                          VASE,              1,1,           sand,             75,              542943,1,
542948,               Säule Woodstone sand 80cm,      69,       0,      99,     1,         3,          ,     ,          ,     ,          ,     ,                       OUTDOOR,                         SÄULE,              3,1,           sand,             80,              542947,3,
542950,              Säule Woodstone sand 100cm,      99,       0,     139,     1,         2,          ,     ,          ,     ,          ,     ,                       OUTDOOR,                         SÄULE,              2,1,           sand,            100,              542947,2,
542958,Boot-Jardiniere oval  Woodstone sand S/2,     249,       0,     345,     1,         4,          ,     ,          ,     ,          ,     ,                       OUTDOOR,                    JARDINIERE,              4,1,          sand ,          28/46,              542957,4,
542964,    Teller Easystone anthracite-wash S/4,   23.96,       0,   33.46,     4,        88,          ,     ,          ,     ,          ,     ,                       OUTDOOR,UNKATEGORISIERT,             88,1,     anthracite,undefiniert,              542964,92,
542965,    Teller Easystone olive-grey-wash S/4,   23.96,       0,   33.46,     4,       100,          ,     ,          ,     ,          ,     ,                       OUTDOOR,UNKATEGORISIERT,            100,1,     olive-grey,undefiniert,              542964,100,
542976,Schale egg Easystone anthracite-wash S/2,   38.98,       0,   54.98,     2,       216,21.02.2022,96   ,21.03.2022,128  ,          ,     ,                       OUTDOOR,                        SCHALE,             -8,1,     anthracite,undefiniert,              542976,8,
542977,Schale egg Easystone olive-grey-wash S/2,   38.98,       0,   54.98,     2,       121,21.03.2022,64   ,          ,     ,          ,     ,                       OUTDOOR,                        SCHALE,             57,1,     olive-grey,undefiniert,              542976,61,
542978, Vase cylinder Easystone anthr.-wash S/2,   49.98,       0,   69.98,     2,        60,21.03.2022,30   ,          ,     ,          ,     ,                       OUTDOOR,                          VASE,             30,1,     anthracite,undefiniert,              542978,32,
542979,Vase cylinder Easystone ol.grey-wash S/2,   49.98,       0,   69.98,     2,        64,21.03.2022,30   ,          ,     ,          ,     ,                       OUTDOOR,                          VASE,             34,1,     olive-grey,undefiniert,              542978,34,
542980,Kübel bowl Easystone anthracite-wash S/3,   35.97,       0,   49.97,     2,       290,21.02.2022,108  ,21.03.2022,216  ,          ,     ,                       OUTDOOR,                         KÜBEL,            -34,1,     anthracite,undefiniert,              542980,6,
542981,Kübel bowl Easystone anthracite-wash S/2,      89,       0,     124,     1,       212,21.02.2022,64   ,21.03.2022,160  ,          ,     ,                       OUTDOOR,                         KÜBEL,            -12,1,     anthracite,undefiniert,              542980,4,
542982,Kübel bowl Easystone olive-grey-wash S/3,   35.97,       0,   49.97,     2,       286,21.02.2022,54   ,21.03.2022,216  ,          ,     ,                       OUTDOOR,                         KÜBEL,             16,1,     olive-grey,undefiniert,              542980,20,
542983,Kübel bowl Easystone olive-grey-wash S/2,      89,       0,     125,     1,       108,21.02.2022,16   ,21.03.2022,96   ,          ,     ,                       OUTDOOR,                         KÜBEL,             -4,1,     olive-grey,undefiniert,              542980,2,
542984,   Kübel egg Easystone anthrac.-wash S/4,   66.96,       0,   94.56,     1,       163,21.02.2022,72   ,21.03.2022,108  ,          ,     ,                       OUTDOOR,                         KÜBEL,            -17,1,     anthracite,undefiniert,              542984,-1,
542985,   Kübel egg Easystone ol.-grey-wash S/4,   66.96,       0,   94.56,     1,       106,21.02.2022,36   ,21.03.2022,72   ,          ,     ,                       OUTDOOR,                         KÜBEL,             -2,1,     olive-grey,undefiniert,              542984,-2,
542986,      Vase Easystone anthracite-wash S/3,   23.97,       0,   33.97,     2,       252,21.02.2022,168  ,21.03.2022,84   ,          ,     ,                       OUTDOOR,                          VASE,              0,1,     anthracite,undefiniert,              542986,22,
542987,      Vase Easystone olive-grey-wash S/3,   23.97,       0,   33.97,     2,       158,21.03.2022,84   ,          ,     ,          ,     ,                       OUTDOOR,                          VASE,             74,1,     olive-grey,undefiniert,              542986,94,
542988,Kübel drum Easystone anthracite-wash S/3,   17.57,       0,   24.57,     4,       932,21.02.2022,480  ,21.03.2022,480  ,          ,     ,                       OUTDOOR,                         KÜBEL,            -28,1,     anthracite,undefiniert,              542988,12,
542989,Kübel drum Easystone olive-grey-wash S/3,   17.57,       0,   24.57,     4,       744,21.02.2022,240  ,21.03.2022,480  ,          ,     ,                       OUTDOOR,                         KÜBEL,             24,1,     olive-grey,undefiniert,              542988,64,
542990, Schale xo Easystone anthracite-wash S/2,   22.98,       0,   32.58,     2,       372,21.02.2022,126  ,21.03.2022,252  ,          ,     ,                       OUTDOOR,                        SCHALE,             -6,0,     anthracite,undefiniert,              542990,68,
542991, Schale xo Easystone olive-grey-wash S/2,   22.98,       0,   32.58,     2,       326,21.02.2022,126  ,21.03.2022,126  ,          ,     ,                       OUTDOOR,                        SCHALE,             74,1,     olive-grey,undefiniert,              542990,86,
542992,  Kübel xo Easystone anthracite-wash S/2,   11.98,       0,   16.98,     6,       564,21.02.2022,480  ,21.03.2022,120  ,          ,     ,                       OUTDOOR,                         KÜBEL,            -36,1,     anthracite,undefiniert,              542992,6,
542993,  Kübel xo Easystone olive-grey-wash S/2,   11.98,       0,   16.98,     6,       354,21.02.2022,240  ,21.03.2022,120  ,          ,     ,                       OUTDOOR,                         KÜBEL,             -6,1,     olive-grey,undefiniert,              542992,12,
542994, Kübel conic Easystone anthrac.-wash S/4,   41.96,       0,   58.96,     1,       141,21.03.2022,63   ,          ,     ,          ,     ,                       OUTDOOR,                         KÜBEL,             78,1,     anthracite,undefiniert,              542994,80,
542995, Kübel conic Easystone ol.-grey-wash S/4,   41.96,       0,   58.96,     1,       128,21.03.2022,63   ,          ,     ,          ,     ,                       OUTDOOR,                         KÜBEL,             65,1,     olive-grey,undefiniert,              542994,65,
542996,Kübel cylind.Easystone anthrac.-wash S/2,      77,       0,     107,     1,        62,21.03.2022,30   ,          ,     ,          ,     ,                       OUTDOOR,                         KÜBEL,             32,1,     anthracite,undefiniert,              542996,32,
542997,Kübel cylind.Easystone ol.-grey-wash S/2,      77,       0,     107,     1,        47,21.03.2022,30   ,          ,     ,          ,     ,                       OUTDOOR,                         KÜBEL,             17,1,     olive-grey,undefiniert,              542996,17,
542998,Schale cylind. Easystone anthr.-wash S/3,   75.97,       0,  106.97,     1,        40,          ,     ,          ,     ,          ,     ,                       OUTDOOR,                        SCHALE,             40,1,     anthracite,undefiniert,              542998,41,
542999,Schale cylind.Easystone ol.grey-wash S/3,   75.97,       0,  106.97,     1,        38,          ,     ,          ,     ,          ,     ,                       OUTDOOR,                        SCHALE,             38,1,     olive-grey,undefiniert,              542998,38,
551515, Teelichtkugel Galant titan. matt 11.5cm,    0.99,       0,    3.69,     8,        15,          ,     ,          ,     ,          ,     ,                          SALE,                TEE-/WINDLICHT,             15, ,undefiniert,             11,                    ,15,
551517,  Teelichtkugel Galant schwarz matt 10cm,    0.49,       0,    2.59,    12,        14,          ,     ,          ,     ,          ,     ,                          SALE,                TEE-/WINDLICHT,             14, ,undefiniert,             10,                    ,14,
551518,Teelichtkugel Galant schwarz matt 11.5cm,    0.69,       0,    3.69,     8,        20,          ,     ,          ,     ,          ,     ,                          SALE,                TEE-/WINDLICHT,             20, ,undefiniert,             11,                    ,20,
551522,     Teelichtkugel Galant champagner 7cm,    1.59,       0,    1.99,    24,        23,          ,     ,          ,     ,          ,     ,                       KERAMIK,                TEE-/WINDLICHT,             23, ,undefiniert,              7,                    ,23,
551528,        Teelichtkugel Galant flieder 7cm,    0.29,       0,    0.95,    24,        59,          ,     ,          ,     ,          ,     ,                          SALE,                TEE-/WINDLICHT,             59, ,undefiniert,              7,                    ,59,
551530,     Teelichtkugel Galant flieder 11.5cm,    0.99,       0,    1.85,     8,        48,          ,     ,          ,     ,          ,     ,                       KERAMIK,                TEE-/WINDLICHT,             48, ,undefiniert,             11,                    ,48,
551534,  Teelichthalter Tube titanium matt 13cm,    1.59,       0,    5.19,     1,       360,          ,     ,          ,     ,          ,     ,                       KERAMIK,                TEE-/WINDLICHT,            360, ,undefiniert,             13,                    ,360,
551537, Teelichtsäule Zira titanium matt 26.5cm,    1.99,       0,    4.99,     2,        30,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         SÄULE,             30, ,undefiniert,           26.5,                    ,30,
551538, Teelichtsäule Zira titanium matt 31.5cm,    2.39,       0,    5.59,     1,        53,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         SÄULE,             53, ,undefiniert,           31.5,                    ,53,
554103,  Ecke f. Blumen-Box StoneCast grau groß,      65,       0,      85,     1,         7,          ,     ,          ,     ,          ,     ,                       OUTDOOR,UNKATEGORISIERT,              7, ,undefiniert,undefiniert,                    ,7,
554105, Ecke f. Blumen-Box StoneCast grau klein,      54,       0,      69,     1,         5,          ,     ,          ,     ,          ,     ,                       OUTDOOR,UNKATEGORISIERT,              5, ,undefiniert,undefiniert,                    ,5,
554206,     Schale/Säulenaufsatz Stonecast 33cm,      39,       0,      49,     1,         5,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         SÄULE,              5, ,undefiniert,undefiniert,                    ,5,
554207,     Schale/Säulenaufsatz Stonecast 40cm,      49,       0,      64,     1,        17,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         SÄULE,             17, ,undefiniert,undefiniert,                    ,17,
554208,     Schale/Säulenaufsatz Stonecast 50cm,      55,       0,      72,     1,         3,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         SÄULE,              3, ,undefiniert,undefiniert,                    ,3,
554504,             Pflanzkugel Stone Cast 80cm,     199,       0,   258.7,     1,         1,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,              1, ,undefiniert,undefiniert,                    ,1,
554901,    Deckel f. Säule Stone Cast grau 70cm,    6.99,       0,    8.99,     1,         4,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         SÄULE,              4, ,undefiniert,undefiniert,                    ,4,
554903,   Deckel f. Säule Stone Cast grau 100cm,    9.99,       0,       0,     1,        16,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         SÄULE,             16, ,undefiniert,undefiniert,                    ,16,
554905,   Deckel f. Säule Stone Cast grau 120cm,   14.99,       0,   19.49,     1,        36,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         SÄULE,             36, ,undefiniert,undefiniert,                    ,36,
554908, Säule Stone Cast f. Windlicht rund 70cm,   75.99,       0,   98.79,     1,         4,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         SÄULE,              4, ,undefiniert,             70,                    ,4,
554910,  Säule StoneCast f. Windlicht Turm 50cm,      49,       0,      64,     1,         1,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         SÄULE,              1, ,undefiniert,             50,                    ,1,
558539,         Anhänger Santa Rondo champagner,    4.99,       0,    6.69,     6,        36,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,             36, ,undefiniert,undefiniert,                    ,36,
558569,      Anhänger Rentier m. Sternen granit,    2.99,       0,    3.99,     6,        18,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,             18, ,undefiniert,undefiniert,                    ,18,
558570,   Anhänger Rentier m. Sternen zinfandel,    2.99,       0,    3.49,     6,         6,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,              6, ,undefiniert,undefiniert,                    ,6,
558572,      Anhänger Rentier m. Flügeln cherry,    3.19,       0,    4.29,     6,       209,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,            209, ,undefiniert,undefiniert,                    ,209,
558652,                 Anhänger Kreisel cherry,    2.99,       0,    3.99,     6,         5,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,              5, ,undefiniert,undefiniert,                    ,5,
558665,         Anhänger Herz m. Punkten granit,    0.99,       0,    3.99,     6,        18,          ,     ,          ,     ,          ,     ,                          SALE,UNKATEGORISIERT,             18, ,undefiniert,undefiniert,                    ,18,
560410, Kübel Cubic Rosy Stone natural rose S/3,     139,       0,     189,     1,        23,          ,     ,          ,     ,          ,     ,                       OUTDOOR,                         KÜBEL,             23,1,   natural rose,undefiniert,              560410,25,
560411,  Vase Cubic Rosy Stone natural rose S/2,     139,       0,     189,     1,         3,          ,     ,          ,     ,          ,     ,                       OUTDOOR,                          VASE,              3,1,   natural rose,undefiniert,              560410,3,
560415, Kübel Zylinder Rosy Stone nat. rose S/3,      69,       0,      99,     1,         3,          ,     ,          ,     ,          ,     ,                       OUTDOOR,                         KÜBEL,              3,1,   natural rose,undefiniert,              560410,3,
560417,  Kübel Bowl Rosy Stone natural rose S/4,     149,       0,     209,     1,         2,02.08.2021,6    ,          ,     ,          ,     ,                       OUTDOOR,                         KÜBEL,             -4,1,   natural rose,undefiniert,              560410,0,
560418, Kübel Conic Rosy Stone natural rose S/4,     119,       0,     169,     1,        10,02.08.2021,16   ,          ,     ,          ,     ,                       OUTDOOR,                         KÜBEL,             -6,1,   natural rose,undefiniert,              560410,0,
560419,  Kübel Tube Rosy Stone natural rose S/3,     109,       0,     159,     1,        12,02.08.2021,12   ,          ,     ,          ,     ,                       OUTDOOR,                         KÜBEL,              0,1,   natural rose,undefiniert,              560410,0,
560421,  Vase Tapered Rosy Stone nat. rose 75cm,      79,       0,     114,     1,         1,02.08.2021,10   ,          ,     ,          ,     ,                       OUTDOOR,                          VASE,             -9,1,   natural rose,        H75xD51,              560410,0,
560423, Kübel High Bowl Ethno Stone vintage S/2,   39.99,       0,   55.99,     1,        45,02.08.2021,60   ,          ,     ,          ,     ,                       OUTDOOR,                         KÜBEL,            -15,1,        vintage,undefiniert,              560423,0,
560424, Kübel Tube Wave Ethno Stone vintage S/2,   49.99,       0,   69.99,     1,        12,02.08.2021,24   ,          ,     ,          ,     ,                       OUTDOOR,                         KÜBEL,            -12,1,        vintage,undefiniert,              560423,3,
560425,      Kübel Bowl Ethno Stone vintage S/3,      79,       0,     109,     1,        21,02.08.2021,32   ,          ,     ,          ,     ,                       OUTDOOR,                         KÜBEL,            -11,1,        vintage,undefiniert,              560423,0,
560426,       Vase Bowl Ethno Stone vintage S/2,      69,       0,      99,     1,        27,02.08.2021,36   ,          ,     ,          ,     ,                       OUTDOOR,                          VASE,             -9,1,        vintage,undefiniert,              560423,0,
560427,     Schale Bowl Ethno Stone vintage S/3,      79,       0,     109,     1,        34,02.08.2021,40   ,          ,     ,          ,     ,                       OUTDOOR,                        SCHALE,             -6,1,        vintage,undefiniert,              560423,0,
560428,      Kübel Palm Ethno Stone vintage S/3,     249,       0,     349,     1,         4,02.08.2021,12   ,          ,     ,          ,     ,                       OUTDOOR,                         KÜBEL,             -8,1,        vintage,undefiniert,              560423,-1,
560431,      Kübel Bark Ethno Stone vintage S/3,      99,       0,     139,     1,         8,02.08.2021,16   ,          ,     ,          ,     ,                       OUTDOOR,                         KÜBEL,             -8,1,        vintage,undefiniert,              560423,0,
560432,       Vase Bark Ethno Stone vintage S/2,      79,       0,     109,     1,         9,02.08.2021,18   ,          ,     ,          ,     ,                       OUTDOOR,                          VASE,             -9,1,       vintage ,undefiniert,              560423,0,
560433,   Kübel Cubic Rosy Stone anthracite S/3,     139,       0,     189,     1,        12,02.08.2021,16   ,          ,     ,          ,     ,                       OUTDOOR,                         KÜBEL,             -4,1,     anthracite,undefiniert,              560410,0,
560434,    Kübel Bowl Rosy Stone anthracite S/4,     149,       0,     209,     1,         6,02.08.2021,6    ,          ,     ,          ,     ,                       OUTDOOR,                         KÜBEL,              0,1,     anthracite,undefiniert,              560410,0,
560436, Schale Max Ethno Stone dark vintage S/5,     175,       0,     245,     1,         7,02.08.2021,16   ,          ,     ,          ,     ,                       OUTDOOR,                        SCHALE,             -9,1,   dark vintage,undefiniert,              560423,0,
562001,   Galeria INSPIRIO® X-Mas Basic 108tlg.,  305.03,       0,  397.19,     1,         0,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,UNKATEGORISIERT,              0, ,undefiniert,undefiniert,                    ,0,
562162,       Lounge Cubic white/ pink 2er Set ,      98,       0,     126,     1,         1,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,              1, ,undefiniert,undefiniert,                    ,1,
562505,Deko-Objekt Rudolfo INSPIRIO® creme 20cm,    1.99,       0,    2.79,     8,       218,          ,     ,          ,     ,          ,     ,                          SALE,UNKATEGORISIERT,            218,1,          creme,             15,              562502,218,
562509, Deko-Objekt Stella INSPIRIO® creme 20cm,    1.99,       0,    2.79,     8,       734,          ,     ,          ,     ,          ,     ,                          SALE,UNKATEGORISIERT,            734,1,          creme,             20,              562502,734,
563001,                     Galeria Puk 244tlg.,     449,       0,     579,     1,         0,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,UNKATEGORISIERT,              0, ,undefiniert,undefiniert,                    ,0,
563002,               Galeria Guadalupe 124tlg.,  358.16,       0,  468.16,     1,         0,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,UNKATEGORISIERT,              0, ,undefiniert,undefiniert,                    ,0,
563004,Kübel Puk eckig farbl.sort. 11.5cm 24tlg,   62.16,       0,   78.96,     1,         0,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         KÜBEL,              0, ,undefiniert,undefiniert,                    ,0,
563006,  Jard. Puk rund farbl. sort. 8cm 24tlg.,   54.96,       0,   71.76,     1,         1,          ,     ,          ,     ,          ,     ,                       KERAMIK,                    JARDINIERE,              0, ,undefiniert,undefiniert,                    ,1,
563007, Jard. Puk rund farbl. sort. 20cm 12tlg.,   47.88,       0,   62.28,     1,         0,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                    JARDINIERE,              0, ,undefiniert,undefiniert,                    ,0,
563008,  Kübel Puk rund farbl. sort. 8cm 48tlg.,   28.32,       0,   76.32,     1,         0,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,              0, ,undefiniert,undefiniert,                    ,0,
563009,Kübel Puk rund farbl. sort. 10.5cm 36tlg,   71.64,       0,   93.24,     1,         0,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,              0, ,undefiniert,undefiniert,                    ,0,
563010,Kübel Puk rund farbl. sort. 13.5cm 12tlg,   43.08,       0,   56.28,     1,         0,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         KÜBEL,              0, ,undefiniert,undefiniert,                    ,0,
563011,  Kübel Puk rund farbl. sort. 16cm 8tlg.,   47.92,       0,   62.32,     1,         0,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         KÜBEL,              0, ,undefiniert,undefiniert,                    ,0,
563012,Vase Puk rund farbl. sort. 22.5cm 12tlg.,   31.08,       0,   62.28,     1,         0,          ,     ,          ,     ,          ,     ,                       KERAMIK,                          VASE,              0, ,undefiniert,undefiniert,                    ,0,
563013,   Vase Puk rund farbl. sort. 27cm 8tlg.,   31.92,       0,   62.32,     1,         0,          ,     ,          ,     ,          ,     ,                       KERAMIK,                          VASE,              0, ,undefiniert,undefiniert,                    ,0,
563104,                                        ,    1.19,       0,    1.59,    12,        12,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             12, ,undefiniert,              8,                    ,12,
563108,               Kübel Puk rund orange 8cm,    1.19,       0,    1.59,    12,        12,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             12, ,undefiniert,              8,                    ,12,
563112,                Kübel Puk rund white 8cm,    1.19,       0,    1.59,    12,        12,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             12, ,undefiniert,              8,                    ,12,
563400,         Jardiniere Puk rund yellow 17cm,    2.29,       0,    2.99,     6,         6,          ,     ,          ,     ,          ,     ,                       KERAMIK,                    JARDINIERE,              6, ,undefiniert,            9.5,                    ,6,
563402,          Jardiniere Puk rund green 17cm,    2.29,       0,    2.99,     6,         6,          ,     ,          ,     ,          ,     ,                       KERAMIK,                    JARDINIERE,              6, ,undefiniert,            9.5,                    ,6,
563404,         Jardiniere Puk rund orange 17cm,    2.29,       0,    2.99,     6,         6,          ,     ,          ,     ,          ,     ,                       KERAMIK,                    JARDINIERE,              6, ,undefiniert,            9.5,                    ,6,
563406,           Jardiniere Puk rund white17cm,    2.29,       0,    2.99,     6,         6,          ,     ,          ,     ,          ,     ,                       KERAMIK,                    JARDINIERE,              6, ,undefiniert,            9.5,                    ,6,
564002,Orchideenaktion Slice Winter sort. 40tlg,    71.6,       0,    91.6,     1,         0,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,UNKATEGORISIERT,              0, ,undefiniert,undefiniert,                    ,0,
564004,Orchideenaktion Slice Winter sort. 32tlg,   57.28,       0,       0,     1,         0,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,UNKATEGORISIERT,              0, ,undefiniert,undefiniert,                    ,0,
564005,Mini-Orchideenaktion Slice sort. 126tlg.,   99.54,       0,  124.74,     1,         0,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,              0, ,undefiniert,undefiniert,                    ,0,
564006,                Galeria Slice Hot Summer,     359,       0,     499,     1,         0,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,              0,1,undefiniert,undefiniert,              564006,0,
564158,            Kübel Slice mint grün 10.5cm,    0.99,    1.29,    1.39,    18,       157,          ,     ,          ,     ,          ,     ,                          SALE,                         KÜBEL,            157,1,      mint grün,           10.7,              564110,157,
564159,              Kübel Slice mint grün 14cm,    1.59,    1.99,    1.99,    12,       282,          ,     ,          ,     ,          ,     ,                          SALE,                         KÜBEL,            282,1,      mint grün,             12,              564110,282,
564620,                Kübel Slice rouge 10.5cm,    0.99,       0,    1.39,    18,       197,          ,     ,          ,     ,          ,     ,                          SALE,                         KÜBEL,            197,1,          rouge,           10.7,              564110,197,
564621,                  Kübel Slice rouge 14cm,    1.59,       0,    1.99,    12,       268,          ,     ,          ,     ,          ,     ,                          SALE,                         KÜBEL,            268,1,          rouge,             12,              564110,268,
564627,                 Kübel Slice nougat 14cm,    1.59,       0,    1.99,    12,        67,          ,     ,          ,     ,          ,     ,                          SALE,                         KÜBEL,             67,1,         nougat,             12,              564110,67,
564687,  Kübel Dice Dottie matt dunkel-grau 8cm,    0.59,       0,    1.39,    24,       252,          ,     ,          ,     ,          ,     ,                          SALE,                         KÜBEL,            252,1,    dunkel-grau,              8,              564667,252,
564690, Kübel Dice Dottie matt dunkel-grau 15cm,    2.99,       0,    6.99,     6,       120,          ,     ,          ,     ,          ,     ,                          SALE,                         KÜBEL,            120,1,    dunkel-grau,             15,              564667,120,
564691,         Kübel Dice Dottie matt écru 8cm,    0.59,       0,    1.39,    24,       528,          ,     ,          ,     ,          ,     ,                          SALE,                         KÜBEL,            528,1,           écru,              8,              564667,528,
564692,        Kübel Dice Dottie matt écru 11cm,    1.29,       0,    2.79,    18,       179,          ,     ,          ,     ,          ,     ,                          SALE,                         KÜBEL,            179,1,           écru,             11,              564667,179,
564693,        Kübel Dice Dottie matt écru 13cm,    1.99,       0,    4.99,    12,        72,          ,     ,          ,     ,          ,     ,                          SALE,                         KÜBEL,             72,1,           écru,             13,              564667,72,
564694,        Kübel Dice Dottie matt écru 15cm,    2.99,       0,    6.99,     6,       234,          ,     ,          ,     ,          ,     ,                          SALE,                         KÜBEL,            234,1,           écru,             15,              564667,234,
564695,   Kübel Dice Dottie matt java-braun 8cm,    0.59,       0,    1.39,    24,      1247,          ,     ,          ,     ,          ,     ,                          SALE,                         KÜBEL,           1247,1,     java-braun,              8,              564667,1247,
564696,  Kübel Dice Dottie matt java-braun 11cm,    1.29,       0,    2.79,    18,       666,          ,     ,          ,     ,          ,     ,                          SALE,                         KÜBEL,            666,1,     java-braun,             11,              564667,666,
564697,  Kübel Dice Dottie matt java-braun 13cm,    1.99,       0,    4.99,    12,       321,          ,     ,          ,     ,          ,     ,                          SALE,                         KÜBEL,            321,1,     java-braun,             13,              564667,321,
564698,  Kübel Dice Dottie matt java-braun 15cm,    2.99,       0,    6.99,     6,       370,          ,     ,          ,     ,          ,     ,                          SALE,                         KÜBEL,            370,1,     java-braun,             15,              564667,370,
564699,          Kübel Dice Dottie matt rot 8cm,    0.59,       0,    1.79,    24,       623,          ,     ,          ,     ,          ,     ,                          SALE,                         KÜBEL,            623,1,            rot,              8,              564667,623,
564700,         Kübel Dice Dottie matt rot 11cm,    1.29,       0,    3.59,    18,       468,          ,     ,          ,     ,          ,     ,                          SALE,                         KÜBEL,            468,1,            rot,             11,              564667,468,
564701,         Kübel Dice Dottie matt rot 13cm,    1.99,       0,    6.39,    12,       216,          ,     ,          ,     ,          ,     ,                          SALE,                         KÜBEL,            216,1,            rot,             13,              564667,216,
564702,         Kübel Dice Dottie matt rot 15cm,    2.99,       0,    8.99,     6,       300,          ,     ,          ,     ,          ,     ,                          SALE,                         KÜBEL,            300,1,            rot,             15,              564667,300,
565419,              Vase Lorina matt weiß 22cm,    2.59,       0,    9.29,     6,        24,          ,     ,          ,     ,          ,     ,                       KERAMIK,                          VASE,             24,1,      matt weiß,             22,              565415,24,
565428,                 Vase Optique chrom 34cm,   13.99,       0,   19.59,     3,        27,          ,     ,          ,     ,          ,     ,                       KERAMIK,                          VASE,             27,1,          chrom,             34,              565424,27,
565435,               Vase Bozzolo chrom 27.5cm,    7.99,       0,   11.19,     6,       137,          ,     ,          ,     ,          ,     ,                       KERAMIK,                          VASE,            137,1,          chrom,           27.5,              565431,137,
565437,                   Hype-Pot chrom 10.5cm,    2.59,       0,    3.59,    12,        60,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             60,1,          chrom,            8.5,              565424,60,
565441,                Kübel Marble marmor 18cm,    8.79,       0,   12.29,     4,        24,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             24,1,           weiß,             15,              565439,24,
565452,         Vase Peekyboo chalkboard 18.5cm,    2.99,       0,    4.19,     4,        64,          ,     ,          ,     ,          ,     ,                       KERAMIK,                          VASE,             64,1,     chalkboard,           18.5,              565449,64,
565453,     Jardiniere Peekyboo chalkboard 20cm,    2.59,       0,    3.59,     2,         4,          ,     ,          ,     ,          ,     ,                       KERAMIK,                    JARDINIERE,              4,1,     chalkboard,           10.5,              565449,4,
565454,   Jardiniere Peekyboo chalkboard 23.5cm,    3.99,       0,    5.59,     2,        72,          ,     ,          ,     ,          ,     ,                       KERAMIK,                    JARDINIERE,             72,1,     chalkboard,             12,              565449,72,
565458,                  Vase Marble chrom 28cm,    8.99,       0,   12.59,     4,        39,          ,     ,          ,     ,          ,     ,                       KERAMIK,                          VASE,             39,1,           weiß,             28,              565439,39,
565459,                  Vase Marble chrom 35cm,   11.99,       0,   16.79,     3,        77,          ,     ,          ,     ,          ,     ,                       KERAMIK,                          VASE,             77,1,           weiß,             35,              565439,77,
581002,               Kübel Sole altrosa 18.5cm,    9.99,       0,   13.99,     8,        56,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             56,1,        altrosa,             17,              581000,56,
